path,description
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointTelephoneExtensionValue/@SensitiveIndicator, Allows producers and consumers of XML instance documents that are valid MISMO V3 documents to mark any data point to be treated as sensitive.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointTelephoneExtensionValue/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointTelephoneValue, The telephone number for the contact.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointTelephoneValue/@DataNotSuppliedReasonType, A value from a MISMO prescribed list that specifies the reason a specific data point is not included in the message.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointTelephoneValue/@DataNotSuppliedReasonTypeAdditionalDescription, A free-form text field used to provide a supplemental comment or remark regarding the Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointTelephoneValue/@DataNotSuppliedReasonTypeOtherDescription, A free-form text field used to capture the enumeration when Other is selected for Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointTelephoneValue/@SensitiveIndicator, Allows producers and consumers of XML instance documents that are valid MISMO V3 documents to mark any data point to be treated as sensitive. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/ContactPointTelephoneValue/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_TELEPHONE/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/OTHER_CONTACT_POINT/ContactPointOtherValue, The contact information that is not email phone or fax.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/OTHER_CONTACT_POINT/ContactPointOtherValue/@AlgorithmURI, A value that identifies the algorithm used to calculate digest. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/OTHER_CONTACT_POINT/ContactPointOtherValue/@DataNotSuppliedReasonType, A value from a MISMO prescribed list that specifies the reason a specific data point is not included in the message.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/OTHER_CONTACT_POINT/ContactPointOtherValue/@DataNotSuppliedReasonTypeAdditionalDescription, A free-form text field used to provide a supplemental comment or remark regarding the Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/OTHER_CONTACT_POINT/ContactPointOtherValue/@DataNotSuppliedReasonTypeOtherDescription, A free-form text field used to capture the enumeration when Other is selected for Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/OTHER_CONTACT_POINT/ContactPointOtherValue/@lang, The ISO 639-1 two character code value representing the langage of the text of the element data point. For example en for English es for spanish. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/OTHER_CONTACT_POINT/ContactPointOtherValue/@SensitiveIndicator, Allows producers and consumers of XML instance documents that are valid MISMO V3 documents to mark any data point to be treated as sensitive.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/OTHER_CONTACT_POINT/ContactPointOtherValue/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/OTHER_CONTACT_POINT/ContactPointOtherValue/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/OTHER_CONTACT_POINT/ContactPointOtherValueDescription, The description of the type on contact information being provided when Contact Point Other Value is populated.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/OTHER_CONTACT_POINT/ContactPointOtherValueDescription/@DataNotSuppliedReasonType, A value from a MISMO prescribed list that specifies the reason a specific data point is not included in the message.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/OTHER_CONTACT_POINT/ContactPointOtherValueDescription/@DataNotSuppliedReasonTypeOtherDescription, A free-form text field used to capture the enumeration when Other is selected for Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/OTHER_CONTACT_POINT/ContactPointOtherValueDescription/@lang, The ISO 639-1 two character code value representing the langage of the text of the element data point. For example en for English es for spanish. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/OTHER_CONTACT_POINT/ContactPointOtherValueDescription/@SensitiveIndicator, Allows producers and consumers of XML instance documents that are valid MISMO V3 documents to mark any data point to be treated as sensitive. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/OTHER_CONTACT_POINT/ContactPointOtherValueDescription/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/OTHER_CONTACT_POINT/EXTENSION/MISMO/Any Element, The "any element" wildcard is a placeholder that can be replaced by an arbitrary element.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/OTHER_CONTACT_POINT/EXTENSION/OTHER/Any Element, The "any element" wildcard is a placeholder that can be replaced by an arbitrary element. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/OTHER_CONTACT_POINT/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/ContactPointPreferenceIndicator, This indicator is set to be true when the particular contacts Contact Point (i.e. phone number) is preferred over any others.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/ContactPointPreferenceIndicator/@DataNotSuppliedReasonType, A value from a MISMO prescribed list that specifies the reason a specific data point is not included in the message.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/ContactPointPreferenceIndicator/@DataNotSuppliedReasonTypeOtherDescription, A free-form text field used to capture the enumeration when Other is selected for Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/ContactPointPreferenceIndicator/@SensitiveIndicator, Allows producers and consumers of XML instance documents that are valid MISMO V3 documents to mark any data point to be treated as sensitive.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/ContactPointPreferenceIndicator/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/ContactPointRoleType, A value from a MISMO prescribed list that specifies the location associated with the Contact Point Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/ContactPointRoleType/@DataNotSuppliedReasonType, A value from a MISMO prescribed list that specifies the reason a specific data point is not included in the message.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/ContactPointRoleType/@DataNotSuppliedReasonTypeAdditionalDescription, A free-form text field used to provide a supplemental comment or remark regarding the Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/ContactPointRoleType/@DataNotSuppliedReasonTypeOtherDescription, A free-form text field used to capture the enumeration when Other is selected for Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/ContactPointRoleType/@SensitiveIndicator, Allows producers and consumers of XML instance documents that are valid MISMO V3 documents to mark any data point to be treated as sensitive.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/ContactPointRoleType/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/ContactPointRoleTypeOtherDescription, A free-form text field used to describe the Contact Point Role Type if Other is selected as the Contact Point Role Type
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/ContactPointRoleTypeOtherDescription/@DataNotSuppliedReasonType, A value from a MISMO prescribed list that specifies the reason a specific data point is not included in the message.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/ContactPointRoleTypeOtherDescription/@DataNotSuppliedReasonTypeAdditionalDescription, A free-form text field used to provide a supplemental comment or remark regarding the Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/ContactPointRoleTypeOtherDescription/@DataNotSuppliedReasonTypeOtherDescription, A free-form text field used to capture the enumeration when Other is selected for Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/ContactPointRoleTypeOtherDescription/@lang, The ISO 639-1 two character code value representing the langage of the text of the element data point. For example en for English es for spanish. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/ContactPointRoleTypeOtherDescription/@SensitiveIndicator, Allows producers and consumers of XML instance documents that are valid MISMO V3 documents to mark any data point to be treated as sensitive. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/ContactPointRoleTypeOtherDescription/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/RequestNoContactIndicator, Indicates whether the party has requested not to be contacted by this electronic method.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/RequestNoContactIndicator/@DataNotSuppliedReasonType, A value from a MISMO prescribed list that specifies the reason a specific data point is not included in the message.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/RequestNoContactIndicator/@DataNotSuppliedReasonTypeAdditionalDescription, A free-form text field used to provide a supplemental comment or remark regarding the Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/RequestNoContactIndicator/@DataNotSuppliedReasonTypeOtherDescription, A free-form text field used to capture the enumeration when Other is selected for Data Not Supplied Reason Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/RequestNoContactIndicator/@SensitiveIndicator, Allows producers and consumers of XML instance documents that are valid MISMO V3 documents to mark any data point to be treated as sensitive. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/RequestNoContactIndicator/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/EXTENSION/MISMO/Any Element, The "any element" wildcard is a placeholder that can be replaced by an arbitrary element. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/EXTENSION/OTHER/Any Element, The "any element" wildcard is a placeholder that can be replaced by an arbitrary element. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/CONTACT_POINT_DETAIL/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/EXTENSION/MISMO/Any Element, The "any element" wildcard is a placeholder that can be replaced by an arbitrary element.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/EXTENSION/OTHER/Any Element, The "any element" wildcard is a placeholder that can be replaced by an arbitrary element.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/@SequenceNumber, An integer value used to provide an order to multi-instance sibling elements. The value must be unique for each sibling element.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/@Any Attribute/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/CONTACT_POINT/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/CONTACT_POINTS/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/NAME, Parent container for name that allows for choice group between parsed and unparsed containers.
 , 
 ,
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/NAME/EducationalAchievementsDescription,One or more advanced degrees that may be important to an establishment such as an educational institution.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/NAME/FirstName, The first name of the individual represented by the parent object.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/NAME/FullName, The unparsed name of either an individual or a legal entity.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/NAME/FunctionalTitleDescription, An explanation of the role of a person in relation to a group department or division of a company.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/NAME/IndividualTitleDescription, A professional or job classification held by a person in a business.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/NAME/LastName, The last name of the individual represented by the parent object.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/NAME/MiddleName, The middle name of the individual represented by the parent object.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/NAME/PrefixName, Title preceding the name of an individual.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/NAME/SuffixName, The name suffix of the individual represented by the parent object.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/NAME/EXTENSION/MISMO/Any Element, The "any element" wildcard is a placeholder that can be replaced by an arbitrary element.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/NAME/EXTENSION/OTHER/Any Element, The "any element" wildcard is a placeholder that can be replaced by an arbitrary element.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/NAME/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/EXTENSION/MISMO/Any Element, The "any element" wildcard is a placeholder that can be replaced by an arbitrary element. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/EXTENSION/OTHER/Any Element, The "any element" wildcard is a placeholder that can be replaced by an arbitrary element. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/ASSET_HOLDER/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY, Information regarding the status expenses lien amounts and other facts about an owned property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/OWNED_PROPERTY_DETAIL, Information regarding the lien amounts rental income maintenance expenses disposition status and other facts about an owned property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/OWNED_PROPERTY_DETAIL/OwnedPropertyDispositionStatusType ,A value from a MISMO prescribed list that specifies the intended disposition of an owned real property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/OWNED_PROPERTY_DETAIL/OwnedPropertyLienInstallmentAmount, The total monthly payment made on outstanding mortgages and liens against the owned real property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/OWNED_PROPERTY_DETAIL/OwnedPropertyLienUPBAmount, The total amount of all remaining mortgages and liens against the owned real property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/OWNED_PROPERTY_DETAIL/OwnedPropertyMaintenanceExpenseAmount, The total monthly amount for insurance property taxes association dues and other housing expenses on the owned real property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/OWNED_PROPERTY_DETAIL/OwnedPropertyOwnedUnitCount, The number of individual family dwelling units that are in the owned property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/OWNED_PROPERTY_DETAIL/OwnedPropertyRentalIncomeGrossAmount, The amount of revenue generated by the owned property from rent on a monthly basis.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/OWNED_PROPERTY_DETAIL/OwnedPropertyRentalIncomeNetAmount, The amount of the rental income that is net of mortgage payments insurance maintenance taxes and miscellaneous expenses that is generated by the owned property on a monthly basis.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/OWNED_PROPERTY_DETAIL/OwnedPropertySubjectIndicator, Indicates whether the owned property is the subject property.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/OWNED_PROPERTY_DETAIL/EXTENSION/MISMO/Any Element, The "any element" wildcard is a placeholder that can be replaced by an arbitrary element.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/OWNED_PROPERTY_DETAIL/EXTENSION/OTHER/Any Element, The "any element" wildcard is a placeholder that can be replaced by an arbitrary element.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/OWNED_PROPERTY_DETAIL/@Any Attribute, The "any attribute" wildcard is a placeholder that can be replaced by one or more arbitrary attributes.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/AddressAdditionalLineText, Address information that cannot be contained in the Address Line Text.Replaces: Address Street Address Line 2.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/AddressFormatType, A collection of values that specify an address format as defined by the USPS Publication 28 Appendix A2 Address Types.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/AddressFormatTypeOtherDescription, A free-form text field that specifies the enumeration when the value of Other is used for the Address Format Type.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/AddressLineText, The address with the address number pre-directional street name post-directional address unit designators and address unit value.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/AddressType, Specifies the type of address.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/AddressTypeOtherDescription, A free-form text field used to collect additional information when Other is selected for Address Type. 
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/AddressUnitDesignatorType, A value from a MISMO prescribed list that specifies a further level of detail for a street address.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/AddressUnitDesignatorTypeOtherDescription, The description of the Address Unit Designator Type when Other is selected as the option from the enumerated list.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/AddressUnitIdentifier, The identifier value associated with the Secondary Address Unit Designator.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/AttentionToName, A label that identifies the person or department to whose attention the mailing is sent.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/CarrierRouteCode, Carrier route identifies a group of addresses to which the USPS assigns the same code to aid in mail delivery.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/CityName, The name of the city.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/CountryCode, The two-character representation of the country.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/CountryName, The name of the country.Changed name to add "Name" classword.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/CountyCode, Code identifying the county within a state.
/DOCUMENT/DEAL_SETS/DEAL_SET/DEALS/DEAL/ASSETS/ASSET/OWNED_PROPERTY/PROPERTY/ADDRESS/CountyName, The name of the county within a state. 
